item_id,registry_id,item_name,item_code,item_unit_price,item_quantity,item_amount
1,3057301873824000002,Электроснабжение,35.12.10.110,7.0,180000.0,1260000.0
2,3056206854324000001,Поставка тепловой энергии и теплоноситель,35.30.11.120,3742.06,248.3764,929438.28
3,3054100850424000014,Покупка-продажа электрической энергии уличное освещение,35.11.10.112,6.57,3805175.038,25000000.0
4,3056105675324000015,Тепловая энергия,35.30.11.111,3326.0,305.7155742,1016810.0
5,3056206841624000013,Яблоки,01.24.10.000-00000002,80.0,1650.0,132000.0
6,3056206841624000011,Чай черный (ферментированный),10.83.13.120-00000003,980.0,8.0,7840.0
7,3056206841624000011,аскорбинка,10.89.19.290,12.0,800.0,9600.0
8,3056206841624000011,"Джем, повидло",10.89.19.290,270.0,200.0,54000.0
9,3056206841624000018,Рис,10.61.10.000-00000003,105.0,1200.0,126000.0
10,3056206841624000018,Молоко сгущенное,10.51.51.000-00000001,305.0,200.0,61000.0
11,3056206841624000018,Соль пищевая,10.84.30.000-00000002,15.17,400.0,6068.0
12,3056206841624000018,Сахар белый тростниковый в твердом состоянии без вкусоароматических или красящих добавок,10.81.12.120-00000011,72.0,1400.0,100800.0
13,3056206841624000017,Крупа пшеничная,10.61.31.110-00000005,57.0,450.0,25650.0
14,3056206841624000017,Крупа овсяная,10.61.32.111-00000001,56.0,240.0,13440.0
15,3056206841624000017,Крупа гречневая,10.61.32.113-00000003,80.0,550.0,44000.0
16,3056206841624000017,Пшено,10.61.32.114-00000003,55.0,375.0,20625.0
17,3056206841624000017,Крупа ячневая,10.61.32.115-00000003,48.0,375.0,18000.0
18,3056206841624000017,Крупа перловая,10.61.32.116-00000005,56.0,125.0,7000.0
19,3056206841624000017,Крупа манная,10.61.31.111-00000004,56.0,125.0,7000.0
20,3056206298224000001,Энергоснабжение,35.11.10.112,7.33,119000.0,938000.0
21,3054201850524000010,Строительство набережной в г. Дербенте,42.91.20.110,889814040.0,1.0,889814040.0
22,3054100850424000027,Блок-контейнер металлический,25.11.10.000-00000004,104000.0,8.0,832000.0
23,3054100850424000025,Блок-контейнер металлический,25.11.10.000-00000004,104000.0,12.0,1248000.0
24,3054100850424000032,Блок-контейнер металлический,25.11.10.000-00000004,275000.0,6.0,1650000.0
25,3054100850424000029,Блок-контейнер металлический,25.11.10.000-00000004,275000.0,7.0,1925000.0
26,3054100850424000030,Блок-контейнер металлический,25.11.10.000-00000004,275000.0,6.0,1650000.0
27,3056104181324000001,Поставка электрической энергии,35.11.10.110,7.0,100000.0,700000.0
28,3050401091424000020,"Работы строительные по строительству гражданских сооружений, не включенные в другие группировки, кроме работ по сохранению и воссозданию объектов культурного наследия",42.99.29.100,10680290.0,1.0,10680290.0
29,3050401091424000003,"капитальный ремонт МКОУ Ахтынская СОШ №2 им. В.Эмирова в с.Ахты, РД",43.39.19.190,101738084.0,1.0,101738084.0
30,3051700476324000002,Оплата за потребление газа,06.20.10.132,8.79,55343.0,486534.18
31,3054202955324000006,Говядина охлажденная. -,10.11.11.110-00000004,468.92,999.0,468451.08
32,3054202955324000006,Говядина охлажденная,10.11.11.110,468.42,1.0,468.42
33,3054201376124000004,Говядина охлажденная,10.11.11.110-00000004,551.67,300.0,165501.0
34,3057102114024000019,"Бензин автомобильный (розничная реализация). 60,00",19.20.21.100-00000005,60.0,100.0,6000.0
35,3057102114024000019,"Бензин автомобильный (розничная реализация). 55,00",19.20.21.100-00000006,55.0,100.0,5500.0
36,3057102114024000019,"Топливо дизельное межсезонное экологического класса не ниже К5 (розничная поставка). 67,00",19.20.21.345-00002,67.0,98260.0,6583420.0
37,3056206672224000003,Услуги по транспортированию и распределению воды по водопроводам,36.00.20.130,1171050.0,1.0,1171050.0
38,3056105653824000016,зелень,01.13.19.000,264.02,48.0,12673.04
39,3056105653824000016,Бананы,01.22.12.000-00000002,176.01,660.0,116169.52
40,3056105653824000016,Лимоны,01.23.12.000-00000003,166.24,48.0,7979.32
41,3056105653824000016,Апельсины,01.23.13.000-00000002,156.46,660.0,103261.79
42,3056105653824000016,Мандарины,01.23.14.000-00000003,136.9,660.0,90354.07
43,3056105653824000016,Яблоки,01.24.10.000-00000002,78.23,1600.0,125165.81
44,3056105653824000016,Груши,01.24.21.000-00000002,180.9,660.0,119396.45
45,3054201850524000023,"Научно-техническое сопровождение проектирования системы сейсмоизоляции на стадии проектной документации объекта: «Строительство центральной городской больницы в г. Дербент, Республики Дагестан»",71.12.12.130,7500000.0,1.0,7500000.0
46,3057101734424000003,Тепловая энергия,35.30.11.120,1427.88,570.8,815034.0
47,3056206295024000001,Энергоснабжение,35.11.10.110,7.0,221000.0,1547000.0
48,3054100850424000031,Блок-контейнер металлический,25.11.10.000-00000004,275000.0,7.0,1925000.0
49,3057101664724000001,Поставка электрической энергии,35.11.10.110,770000.0,,770000.0
50,3054400162725000001,поставка газа,35.23.10.110,8867.0,1184.873,10506263.15
51,3053400374524000017,"Работы строительные по строительству оросительных систем (каналов), водоводов и водоводных конструкций, водоочистных станций, станций очистки сточных вод и насосных станций",42.21.23.000,20320854.15,1.0,20320854.15
52,3053400374524000017,Услуги по инженерно-техническому проектированию производственных процессов и производств,71.12.16.000,4554145.85,1.0,4554145.85
53,3054201850524000003,Мероприятия по развитию улично-дорожной сети: реконструкции улицы Аваин Булаг в г. Дербенте Республики Дагестан,42.11.20.130,194611450.62,1.0,194611450.62
54,3056003498024000001,Теплоснабжение,35.30.11.120,1655.13,448.98,599087.28
55,3052201137124000006,"Поставка электроэнергии для нужд МБОУ ""Манаскентская СОШ""",35.11.10.111,6.9,107100.0,738990.0
56,3056206841624000014,Какао-порошок,10.82.14.000-00000005,539.99,15.0,8099.92
57,3056206841624000014,Дрожжи хлебопекарные сушеные,10.89.13.112,52.4,12.0,628.79
58,3056206841624000014,Фасоль продовольственная,01.11.71.110-00000002,101.0,100.0,10099.9
59,3056206841624000014,Чечевица продовольственная,01.11.74.110-00000001,110.0,100.0,10999.89
60,3056206841624000014,Горох шлифованный,01.11.75.110-00000001,68.0,700.0,47599.5
61,3056104179624000001,Электрическая энергия,35.11.10.110,7.0,130000.0,910000.0
62,3056104179624000002,Тепловая энергия,35.30.11.120,1427.88,1101.6499985,1573024.0
63,3057100502824000012,Услуга по регулярным перевозкам пассажиров автобусом,49.31.21.110-00000054,49.51,807868.1,39997549.63
64,3057100502824000012,Услуга по регулярным перевозкам пассажиров автобусом,49.31.21.110-00000054,44.06,774606.7,34129171.2
65,3054100850424000024,Блок-контейнер металлический,25.11.10.000-00000004,104000.0,11.0,1144000.0
66,3054100850424000026,Блок-контейнер металлический,25.11.10.000-00000004,104000.0,10.0,1040000.0
67,3057100502824000008,Услуга по регулярным перевозкам пассажиров автобусом,49.31.21.110-00000053,122.04,348105.2,42484421.2
68,3057100502824000010,Услуга по регулярным перевозкам пассажиров автобусом,49.31.21.110-00000054,72.1,382779.0,27598365.9
69,3057100502824000010,Услуга по регулярным перевозкам пассажиров автобусом,49.31.21.110-00000054,67.7,382779.0,25914138.3
70,3057200723624000001,Отпуск тепловой энергии,35.30.11.120,1456.03,4697.69,8075592.41
71,3051701159124000015,Хлеб недлительного хранения. Товарный знак: отсутствует,10.71.11.110-00000004,58.0,1202.2,69727.6
72,3056206672224000001,"Электроэнергия, произведенная гидроэлектростанциями (ГЭС) общего назначения",35.11.10.116,770000.0,1.0,770000.0
73,3050001100024000001,Природный газ,35.23.10.110,9.13,146135.599,1334218.02
74,3057102114024000021,Экскаватор,28.92.20.000-00000014,930.0,1.0,930.0
75,3057102114024000021,Автосамосвал,29.10.40.000-00000011,930.0,3.0,2790.0
76,3057102114024000021,Бульдозер,28.92.21.000-00000002,930.0,2.0,1860.0
77,3057102114024000021,Услуги по аренде и лизингу грузовых транспортных средств без водителя,77.12.11.000,79795289.96,1.0,79795289.96
78,3057102114024000022,Услуги по аренде и лизингу грузовых транспортных средств без водителя,77.12.11.000,2320000.0,26.0,60320000.0
79,3057102114024000015,Оказание услуги по аренде строительной машины для нужд МБУ «Благоустройство города Махачкала»,77.32.10.000,2400000.0,30.0,72000000.0
80,3057102114024000017,Оказание услуги по аренде грузовых транспортных сресдтв для нужд МБУ «Благоустройство города Махачкала»,77.12.11.000,40600000.0,1.0,40600000.0
81,3057102114024000023,Услуги по аренде и лизингу грузовых транспортных средств без водителя,77.12.11.000,2030000.0,26.0,52780000.0
82,3054201850524000008,Оказание услуги на осуществление строительного контроля по объекту Строительство Дворца спорта в г. Дербенте Республики Дагестан,71.12.20.190,35353222.67,1.0,35353222.67
83,3054201850524000012,Проведение строительного контроля по объекту: «Строительство набережной в г. Дербент. 1 этап. 1 очередь»,71.12.20.190,15052946.84,1.0,15052946.84
84,3056105321624000005,Холодное водоснабжение,36.00.20.110,51.36,,
85,3056105321624000005,Водоотведение,37.00.11.110,26.71,,
86,3056204252024000002,Оказание услуг связи,61.10.11.110,820000.0,1.0,820000.0
87,3057100502824000006,Услуга по регулярным перевозкам пассажиров автобусом,49.31.21.110-00000054,112.85,212198.0,23946005.67
88,3054400193025000001,поставка электроэнергии,35.13.10.000,9.0,36488.0,328392.0
89,3054402059525000001,поставка электроэнергии,35.13.10.000,9.0,36177.0,325593.0
90,3054201520824000007,"Мясо сельскохозяйственной птицы замороженное, в том числе для детского питания",10.12.20.000-00000007,242.88,2000.0,485760.0
91,3054201850524000009,"Оказание услуги на осуществление строительного контроля по объекту Строительство водовода ""Кайтаг-Дербент"" в г. Дербенте Республики Дагестан (2 этап)",71.12.20.190,13073402.05,1.0,13073402.05
92,3057100502824000009,Услуга по регулярным перевозкам пассажиров автобусом,49.31.21.110-00000054,85.66,485024.0,41547155.84
93,3057100502824000009,Услуга по регулярным перевозкам пассажиров автобусом,49.31.21.110-00000054,79.34,485024.0,38481804.16
94,3057100502824000011,Услуга по регулярным перевозкам пассажиров автобусом,49.31.21.110-00000053,122.7,332382.4,40783320.48
95,3054201850524000006,"Оказание услуги на осуществление авторского надзора по объекту Строительство водовода ""Кайтаг-Дербент"" в г. Дербенте Республики Дагестан (2 этап)",71.12.20.190,1921790.0,1.0,1921790.0
96,3054201850524000004,Реконструкция улицы Строительная в г. Дербенте Республики Дагестан.,42.11.20.130,183555800.11,1.0,183555800.11
97,3054201850524000005,Реконструкция городских улиц с заменой/реконструкцией инженерных коммуникаций улиц Тахо-Годи - Красная Заря - Г. Далгата - Шеболдаева в городе Дербенте Республики Дагестан,42.11.20.130,1298896711.0,1.0,1298896711.0
98,3057200723624000011,Газовые объекты. Подземные сети,71.11.32.000,38207.74,,
99,3057200723624000011,Газовые объекты. Надземные сети,71.11.32.000,31792.26,,
100,3057200723624000011,Водные объекты. Подземные сети,71.11.32.000,38207.74,,
101,3057200723624000011,Водные объекты. Надземные сети,71.11.32.000,31792.26,,
102,3057200723624000013,Услуги частной охраны (Выставление поста охраны),80.10.12.000-00000003,210.0,,
103,3050702348524000005,Электроэнергия,35.11.10.110,2.35,14661299.528,34467350.4
104,3054201850524000007,"Оказание услуги на осуществление авторского надзора по объекту Строительство Дворца спорта в г. Дербенте Республики Дагестан (2024, 2025, 2026 гг)",71.12.20.190,2751614.0,1.0,2751614.0
105,3052901062724000001,Поставка газа,35.22.10.110,8.77,,193371.06
106,3056206699424000016,"Горох, консервированный без уксуса или уксусной кислоты (кроме готовых блюд из овощей)",10.39.16.000-00000002,197.45,150.0,29617.63
107,3056206699424000016,Печенье сладкое,10.72.12.120-00000002,310.95,450.0,139926.94
108,3056206699424000016,Смесь сушеных фруктов (сухой компот),10.39.25.134-00000001,377.28,200.0,75455.43
109,3056206699424000018,Рыба трескообразная мороженая. ооо филеросс,10.20.13.120-00000021,300.0,900.0,270000.0
110,3056206699424000013,Картофель продовольственный,01.13.51.000-00000002,32.55,4320.0,140602.12
111,3056206699424000013,Капуста белокочанная,01.13.12.120-00000002,40.86,1620.0,66192.83
112,3056206699424000013,Морковь столовая,01.13.41.110-00000003,40.21,1800.0,72385.56
113,3056206699424000013,Лук репчатый,01.13.43.110-00000002,32.81,1170.0,38393.49
114,3056206699424000013,Свекла столовая,01.13.49.110-00000003,45.42,630.0,28613.66
115,3056206699424000013,Мука пшеничная,10.61.21.110-00000003,51.74,200.0,10347.04
116,3056206699424000014,Какао-порошок,10.82.14.000-00000009,903.84,81.0,73211.16
117,3056206699424000014,Фасоль продовольственная,01.11.71.110-00000001,87.5,135.0,11812.05
118,3056206699424000014,Горох шлифованный,01.11.75.110-00000001,89.26,207.0,18476.79
119,3051700375224000002,Газоснабжение,35.23.10.110,8.0,25304.0,202439.48
120,3051700340024000002,Оказание услуг по электроэнергии,35.12.10.110,7.12,25139.3663,179019.68
121,3056206699424000027,Услуги теплоснабжения,35.30.11.120,3607200.0,1.0,3607200.0
122,3056206699424000025,Говядина охлажденная. КФХ ГУСЕНОВА С.Н.,10.11.11.110-00000004,492.45,486.0,239332.27
123,3056206699424000025,Говядина охлажденная. КФХ ГУСЕНОВА С.Н.,10.11.11.110-00000002,677.34,531.0,359667.73
124,3056206699424000023,Говядина охлажденная. КФХ ГУСЕНОВА С.Н.,10.11.11.110-00000004,492.45,486.0,239332.27
125,3056206699424000023,Говядина охлажденная. КФХ ГУСЕНОВА С.Н.,10.11.11.110-00000002,677.34,531.0,359667.73
126,3056206699424000024,Говядина охлажденная. КФХ ГУСЕНОВА С.Н.,10.11.11.110-00000002,677.34,531.0,359667.73
127,3056206699424000024,Говядина охлажденная. КФХ ГУСЕНОВА С.Н.,10.11.11.110-00000004,492.45,486.0,239332.27
128,3056206699424000019,"Овощи свежие, не включенные в другие группировки",01.13.90.000-00000001,370.62,80.0,29649.35
129,3056206699424000019,Изделия макаронные,10.73.11.000-00000011,99.19,120.0,11903.03
130,3056206699424000019,Изделия макаронные,10.73.11.000-00000012,103.86,600.0,62318.99
131,3056206699424000019,Укроп свежий,01.13.19.000-00000006,319.78,40.0,12791.31
132,3056206699424000019,Зелень кинза,01.13.90.000,303.38,40.0,12135.09
133,3056206699424000019,Бананы,01.22.12.000-00000003,163.2,800.0,130557.15
134,3056206699424000019,Лимоны,01.23.12.000-00000003,170.84,150.0,25625.25
135,3056206699424000019,Апельсины,01.23.13.000-00000003,170.84,450.0,76875.76
136,3056206699424000019,Яблоки,01.24.10.000-00000001,77.42,2000.0,154848.89
137,3056206699424000019,Груши,01.24.21.000-00000002,235.13,350.0,82295.18
138,3056206699424000015,Паста томатная,10.39.17.112,251.98,150.0,37797.58
139,3056206699424000015,Овощи маринованные,10.39.18.110-00000001,203.3,10.0,2033.04
140,3056206699424000015,"Овощи (кроме картофеля), консервированные без уксуса или уксусной кислоты, прочие (кроме готовых овощных блюд), не включенные в другие группировки",10.39.17.190,197.03,280.0,55169.38
141,3056206699424000022,Мясо сельскохозяйственной птицы охлажденное. ООО ПТИЦЕФАБРИКА,10.12.10.000-00000006,217.03,2760.0,599000.0
142,3056206699424000020,Рис. ооо нива,10.61.10.000-00000003,124.72,1070.0,133454.91
143,3056206699424000020,Молоко сгущенное. ао белморпродукт,10.51.51.000-00000001,336.93,380.0,128034.21
144,3056206699424000020,Соль пищевая . ооо руссоль,10.84.30.000-00000006,15.43,140.0,2160.13
145,3056206699424000020,Сахар белый свекловичный в твердом состоянии без вкусоароматических или красящих добавок. ао сахарный завод тихорецкий,10.81.12.110-00000004,72.29,1470.0,106272.04
146,3056206699424000020,Огурцы . ооо агропрайм,01.13.32.000-00000002,194.96,470.0,91631.6
147,3056206699424000020,Томаты (помидоры). ооо агропрайм,01.13.34.000-00000004,178.5,770.0,137447.11
148,3056206699424000007,Молоко питьевое,10.51.11.000-00000008,83.0,1500.0,124500.0
149,3056206699424000026,Говядина охлажденная. КФХ ГУСЕНОВА С.Н.,10.11.11.110-00000004,492.45,486.0,239332.27
150,3056206699424000026,Говядина охлажденная. КФХ ГУСЕНОВА С.Н.,10.11.11.110-00000002,677.34,531.0,359667.73
151,3056206699424000006,Хлеб недлительного хранения,10.71.11.110-00000003,86.0,1500.0,129000.0
152,3051700477024000001,Оплата за потребление электроэнергии,35.12.10.110,8.0,8141.9,65135.2
153,3052201745424000001,"Аренда нежилого здания для нужд детского сада №15 ""Звездочка""",68.20.11.000,90000.0,11.0,990000.0
154,3052201745425000004,"Аренда нежилого здания для размещения МБДОУ Детский сад №15 ""Звездочка""",68.20.11.000,90000.0,1.0,90000.0
155,3056105675324000010,Молоко питьевое,10.51.11.000-00000008,81.87,3666.0,300136.12
156,3056105675324000010,Сметана,10.51.52.200-00000002,246.6,40.0,9863.88
157,3056206841624000020,Сок из фруктов и (или) овощей,10.32.10.000-00000006,109.0,400.0,43600.0
158,3056206841624000020,Паста томатная,10.39.17.112,220.0,100.0,22000.0
159,3056206841624000020,кукуруза консервированная,10.39.17.100,220.0,120.0,26400.0
160,3056206841624000021,Мука пшеничная,10.61.21.110-00000004,40.0,700.0,28000.0
161,3056206841624000015,Изделия макаронные,10.73.11.000-00000009,78.0,500.0,39000.0
162,3056206841624000015,Изделия макаронные,10.73.11.000-00000011,74.0,170.0,12580.0
163,3056206841624000016,"Горох, консервированный без уксуса или уксусной кислоты (кроме готовых блюд из овощей)",10.39.16.000-00000002,200.0,120.0,24000.0
164,3056206841624000016,Смесь сушеных фруктов (сухой компот),10.39.25.134-00000001,172.68,200.0,34536.0
165,3050702359824000001,За газ,35.23.10.110,8.94,74000.0,661198.58
166,3052202290525000003,Аренда нежилого дома для размещения детского сада,68.20.11.000,99000.0,7.0,693000.0
167,3052202290524000001,Аренда нежилого дома для размещения детского сада,68.20.11.000,99000.0,5.0,495000.0
168,3054700583824000001,Поставка газа,35.23.10.110,9.46,7704.0,72906.1
169,3052200923824000001,"Поставка электроэнергии для нужд сельского поселения ""село Уллубийаул""",35.11.10.111,7.0,96000.0,672000.0
170,3054502046024000001,"Услуги по обеспечению питанием, осуществляемые по договору, прочие",56.29.19.000,2291.17,,
171,3054201538124000005,Говядина охлажденная,10.11.11.110-00000004,551.67,500.0,275835.0
172,3056206841624000002,Масло сливочное. ООО ФЕРМЕРСКИЙ ПРОДУКТ,10.51.30.110-00000004,800.0,1000.0,800000.0
173,3056206841624000004,Масло подсолнечное рафинированное,10.41.54.000-00000003,115.0,680.0,78200.0
174,3056206841624000001,"Мясо сельскохозяйственной птицы охлажденное. ООО ""ПТИЦЕФАБРИКА ГЮНЕЙ""",10.12.10.000-00000006,230.0,3400.0,782000.0
175,3056206841624000007,Лук репчатый,01.13.43.110-00000002,31.38,1800.0,56484.0
176,3057102114024000025,Шина пневматическая для легкового автомобиля,22.11.11.000-00000003,7150.0,,
177,3057102114024000025,Шина пневматическая для легкового автомобиля,22.11.11.000-00000003,3200.0,,
178,3057102114024000025,Шина пневматическая для легкового автомобиля,22.11.11.000-00000003,3250.0,,
179,3057102114024000025,Шина пневматическая для легкового автомобиля,22.11.11.000-00000003,7000.0,,
180,3057102114024000025,Шина пневматическая для грузовых автомобилей,22.11.13.110-00000015,26950.0,,
181,3057102114024000025,Шина пневматическая для грузовых автомобилей,22.11.13.110-00000015,33250.0,,
182,3057102114024000025,Шина пневматическая для грузовых автомобилей,22.11.13.110-00000021,19625.0,,
183,3057102114024000025,Шина пневматическая для грузовых автомобилей,22.11.13.110-00000021,7060.0,,
184,3057102114024000025,Шина пневматическая для грузовых автомобилей,22.11.13.110-00000015,41750.0,,
185,3057102114024000025,Шина пневматическая для грузовых автомобилей,22.11.13.110-00000021,5000.0,,
186,3057102114024000025,Шина пневматическая для грузовых автомобилей,22.11.13.110-00000021,12350.0,,
187,3057102114024000025,Шина пневматическая для грузовых автомобилей,22.11.13.110-00000015,18350.0,,
188,3057102114024000025,Шина пневматическая для грузовых автомобилей,22.11.13.110-00000015,6719.0,,
189,3057102114024000025,Шина пневматическая для грузовых автомобилей,22.11.13.110-00000015,29880.0,,
190,3057102114024000025,Шина пневматическая для грузовых автомобилей,22.11.13.110-00000015,20600.0,,
191,3057102114024000025,Шина пневматическая для грузовых автомобилей,22.11.13.110-00000015,19850.0,,
192,3057102114024000025,Шина пневматическая для сельскохозяйственных машин,22.11.14.110-00000002,39870.0,,
193,3057102114024000025,Шина пневматическая для строительно-дорожной техники,22.11.14.191-00000012,40650.0,,
194,3057102114024000025,Шина пневматическая для строительно-дорожной техники,22.11.14.191-00000012,27320.0,,
195,3057102114024000025,Шина пневматическая для строительно-дорожной техники,22.11.14.191-00000012,41960.0,,
196,3057102114024000025,Шина пневматическая для строительно-дорожной техники,22.11.14.191-00000012,21770.0,,
197,3057102114024000025,Шина пневматическая для строительно-дорожной техники,22.11.14.191-00000012,41750.0,,
198,3057102114024000025,Шина пневматическая для строительно-дорожной техники,22.11.14.191-00000011,73200.0,,
199,3057102114024000025,Шина пневматическая для строительно-дорожной техники,22.11.14.191-00000012,9250.0,,
200,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,5250.0,,
201,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,4425.0,,
202,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,1900.0,,
203,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,1100.0,,
204,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,3560.0,,
205,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,4625.0,,
206,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,8800.0,,
207,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,750.0,,
208,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,1550.0,,
209,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,1700.0,,
210,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,5650.0,,
211,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,4200.0,,
212,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,5100.0,,
213,3057102114024000025,Сверхкомплектные камеры,22.11.15.110,2700.0,,
214,3056206841624000006,Капуста белокочанная,01.13.12.120-00000002,32.5,2000.0,65000.0
215,3056206841624000008,Морковь столовая,01.13.41.110-00000003,41.75,1800.0,75150.0
216,3056206841624000012,Кефир,10.51.52.140-00000006,95.0,710.0,67450.0
217,3056206841624000012,Сметана,10.51.52.200-00000002,290.0,105.0,30450.0
218,3052201207924000004,Аренда нежилого здания для размещения ДЮСШ,68.20.11.000,10000.0,11.0,110000.0
219,3056206845524000001,Услуги по очистке и подготовке воды для водоснабжения,36.00.20.110,780700.0,1.0,780700.0
220,3054201534224000007,Говядина охлажденная для детского питания. -,10.11.11.130-00000007,460.64,499.0,229859.36
221,3054201534224000007,Говядина охлажденная для детского питания,10.11.11.130-00000007,462.7,1.0,462.7
222,3054201520824000008,Говядина охлажденная для детского питания. -,10.11.11.130-00000007,471.68,599.0,282536.32
223,3054201520824000008,Говядина охлажденная для детского питания,10.11.11.130,470.39,1.0,470.39
224,3051000695524000009,"Дороги автомобильные, в том числе улично-дорожная сеть, и прочие автомобильные и пешеходные дороги, не включенные в другие группировки",42.11.10.129,4096549.64,1.09984011813,4505549.64
225,3056206291124000029,тепловая энергия,35.30.11.111,3118.38,,3108759.8
226,3054201515924000007,Говядина охлажденная,10.11.11.110-00000004,551.67,1000.0,551670.0
227,3056002208524000003,Холодное водоснабжение и водоотведение,37.00.11.110,65.06,11591.0,1159672.74
228,3053700265124000004,Капитальный ремонт автомобильной дороги общего пользования местного значения Цумадинского района РД с. Хуштада ул. Магомедсаида Абакарова (0-570м),42.11.10.129,5000000.0,1.0,5000000.0
229,3052800417024000002,Благоустройство площадки для автостоянки в селении Гоор,43.99.90.190,9800000.0,1.01980408163,9994080.0
230,3056206699424000017,Крупа пшеничная,10.61.31.110-00000005,87.09,1100.0,95794.36
231,3056206699424000017,Крупа гречневая,10.61.32.113-00000004,81.61,400.0,32644.46
232,3056206699424000017,Пшено,10.61.32.114-00000004,73.5,200.0,14700.77
233,3056206699424000017,Крупа перловая,10.61.32.116-00000005,58.59,180.0,10545.43
234,3056206699424000017,Чай черный (ферментированный),10.83.13.120-00000003,1307.61,100.0,130761.31
235,3056206699424000017,Масло подсолнечное рафинированное,10.41.54.000-00000003,113.39,460.0,52160.33
236,3056206699424000017,Яйца куриные в скорлупе свежие,01.47.21.000-00000014,13.78,14000.0,192938.93
237,3056206699424000017,Крупа манная,10.61.31.111-00000004,56.8,8.0,454.41
238,3056206699424000004,Масло сливочное. ОАО Сыродел,10.51.30.110-00000004,910.0,1300.0,1183000.0
239,3056206699424000005,Хлеб недлительного хранения,10.71.11.110-00000004,75.0,2750.0,206250.0
240,3052000382624000007,Работы строительные по прокладке магистральных трубопроводов,42.21.21.000,265000000.0,1.0,265000000.0
241,3056206298224000003,Холодное водоснабжение,36.00.30.000,51.36,,
242,3056206298224000003,Водоотведение,37.00.11.110,53.42,,
243,3051200870024000008,Баннер 600х300,18.12.12.000,4162.1,,
244,3051200870024000008,Баннер 200х300,18.12.12.000,2047.3,,
245,3051200870024000008,Плакаты,18.12.12.000,652.43,,
246,3051200870024000008,Памятки А3,18.12.12.000,8.69,,
247,3051200870024000008,Памятки А2,18.12.12.000,14.25,,
248,3051200870024000008,Буклеты. Savilu,18.12.12.000,10.2,,
249,3050401091424000015,"Работы строительные специализированные прочие, не включенные в другие группировки",43.99.90.190,20000000.0,1.0,20000000.0
250,3050000090824000029,"Осуществление деятельности по обращению с животными без владельцев, обитающими на территории города Кизилюрта.",75.00.19.000,7889.0,31.0,244559.0
251,3054800809124000001,Теплоснабжение,35.30.11.111,1192.91,446.3607,1632450.42
252,3054800809124000006,"Электроэнергия, произведенная гидроэлектростанциями (ГЭС) общего назначения",35.11.10.116,1.0,,22422.61
253,3056206852924000001,Тепловая энергия и теплоноситель,35.30.11.120,3742.06,554.2519,2074041.61
254,3054700989624000008,"Разработка ПСД по объекту: ""Кизлярское подворье: благоустройство центральных улиц города""",71.12.16.000,2722500.0,1.0,2722500.0
255,3056002164524000001,холодное водоснабжение,36.00.30.000,62.49,12500.0,1710440.53
256,3056002164524000001,Водоотведение,37.00.11.110,37.84,12500.0,946000.0
257,3056207700124000007,"Энергия тепловая, отпущенная тепловыми электроцентралями (ТЭЦ)",35.30.11.111,600675.95,1.0,600675.95
258,3054201850524000002,Реконструкция улицы Дрожжина - Гырхлар-Капы в г. Дербенте Республики Дагестан,42.11.20.130,213239047.0,1.05854133445,225722345.37
259,3052900761724000002,Газ горючий природный (газ естественный),06.20.10.110,5.0,,53975.09
260,3054700631024000001,Услуги по передаче электроэнергии,35.12.10.110,8.0,16637.95,133103.6
261,3054100850424000001,Работы по ремонту автомобильных дорог,42.11.20.200,1.0,177438000.92,177438000.92
262,3054700615824000003,Энергоснабжение,35.12.10.110,8.0,7857.989,62863.91
263,3056002214124000021,оказание услуг по обращению с твердыми коммунальными отходами,38.11.29.000,244.77,0.0,
264,3056002214124000021,оказание услуг по обращению с твердыми коммунальными отходами,38.11.29.000,244.88,358.72,87843.28
265,3054200934924000002,"Услуги по обеспечению питанием, осуществляемые по договору, прочие",56.29.19.000,4740.5,,
266,3054700615824000001,Поставка газа,35.23.10.110,8.79,14007.69,129723.0
267,3056002214124000024,Мясо сельскохозяйственной птицы охлажденное. ооо птицефабрика гюней,10.12.10.000-00000006,241.73,1252.0,302645.96
268,3056002214124000005,Апельсины,01.23.13.000-00000002,165.0,641.0,105765.0
269,3056002214124000008,Молоко сгущенное,10.51.51.000-00000001,340.0,457.282,155475.88
270,3056002214124000007,Молоко питьевое,10.51.11.000-00000008,94.0,863.0,81122.0
271,3056002214124000002,Груши,01.24.21.000-00000002,203.88,1191.0,242821.08
272,3056002214124000023,Яйца куриные в скорлупе свежие. ооо птицефабрика гайская,01.47.21.000-00000024,11.08,7200.0,79776.0
273,3056002214124000025,Говядина охлажденная. МЯСО ГОВЯДИНА,10.11.11.110-00000004,540.91,428.0,231509.48
